City,Latitude,Longitude
Otay,-117.0644718,32.5947777
Othello,-119.1752913,46.8259742
Otis,-123.9465021,45.0242748
Otis Orchards,-117.106314,47.700454
Otterbein,-117.8847835,33.9875125
Outlook,-120.0911574,46.3312416
Ouzinkie,-152.5022222,57.9236111
Overton,-114.4469245,36.5433081
Owenyo,-118.0442548,36.6782657
Owyhee,-116.0987094,41.9476788
Oxnard,-119.1770516,34.1975048
Oyehut,-124.1618415,47.0173089
Oysterville,-124.0282197,46.5489871
Pa'auilo,-155.3696679,20.0397516
Pa'ia,-156.3697409,20.9094185
Pacheco,-122.0752413,37.9835332
Pacific,-122.2501201,47.2645452
Pacific Beach,-124.2032347,47.2089734
Pacific City,-123.9628946,45.2023263
Pacific Grove,-121.9166215,36.6177375
Pacifica,-122.4869194,37.6138253
Packwood,-121.6706437,46.606501
Pahala,-155.4792836,19.1994246
Pahoa,-154.9454525,19.4961067
Pahrump,-115.9839147,36.2082943
Paicines,-121.2785409,36.7285708
Paisley,-120.5460827,42.6937634
Pajaro,-121.7485609,36.9041201
Pala,-117.0766965,33.3653102
Palermo,-121.5380243,39.4354432
Palisade,-116.1986889,40.6101953
Palisades,-119.9144985,47.4190207
Palm Desert,-116.3744556,33.7222445
Palm Desert Country,-116.3155649,33.7405771
Palm Springs,-116.5452921,33.8302961
Palmdale,-118.1164613,34.5794343
Palmer,-149.1127778,61.5997222
Palo Alto,-122.1430195,37.4418834
Palo Cedro,-122.2388916,40.5637631
Palo Verde,-114.7321814,33.432807
Palomar Park,-122.2644113,37.4816043
Palos Verdes Estates,-118.3900737,33.8005714
Palouse,-117.0757252,46.9101688
Panaca,-114.3894336,37.79052
Panorama Heights,-118.6292547,35.8049511
Papa'ikou,-155.0941142,19.7918377
Papaâ€˜aloa,-155.2203147,19.9751459
Paradise,-160.0491667,62.4155556
Paradise Park,-122.0435747,37.0102272
Paradise Valley,-117.5345736,41.4935076
Paramount,-118.1597911,33.8894598
Parkdale,-121.5967417,45.5198391
Parker,-120.4653406,46.5009605
Parkfield,-120.4326542,35.8996856
Parkland,-122.4340113,47.1553769
Parkway,-121.458843,38.4960185
Parlier,-119.5270734,36.6116174
Parran,-118.7732094,39.8013018
Pasadena,-118.1445155,34.1477849
Pasco,-119.1005657,46.2395793
Paskenta,-122.5458323,39.8845994
Pataha,-117.5365741,46.4732085
Pateros,-119.9034007,48.0509756
Paterson,-119.6028038,45.9370774
Patrick,-119.5793483,39.5471343
Patsville,-115.9575909,41.8101811
Patterson,-121.129656,37.4716001
Patterson Tract,-119.2956021,36.3795181
Pauka'a,-155.0911939,19.7624916
Paulina,-119.9627597,44.1337503
Paxson,-145.6130556,63.0897222
Paxton,-120.9949562,40.0379464
Paynes Creek,-121.9149899,40.335435
Pe Ell,-123.2973663,46.5703798
Pearblossom,-117.9097881,34.506383
Pearl City,-157.9575535,21.4039032
Pebble Beach,-121.9466223,36.5663496
Pedley,-117.4758817,33.9752919
Pedro Bay,-154.1061111,59.7872222
Pelican,-136.2275,57.9608333
Pendleton,-118.7885967,45.672075
Penngrove,-122.6666533,38.2996376
Penryn,-121.1693926,38.8521217
Peoria,-123.2073187,44.4487336
Pepe'ekeo,-155.10438,19.83171
Pequop,-114.5894758,41.2171449
Perez,-121.2541503,41.6762729
Perris,-117.2286478,33.7825194
Perrydale,-123.2556588,45.0426172
Perryville,-159.1632767,55.9139846
Pescadero,-122.3813627,37.2549443
Peshastin,-120.6039743,47.5706779
Petaluma,-122.6366524,38.232417
Peters,-121.0479965,37.9807573
Petersburg,-132.9512425,56.8112667
Petersville,-150.7655556,62.4963889
Petrolia,-124.2869926,40.3254132
Phelan,-117.572275,34.4261089
Phillipsville,-123.785866,40.2090317
Philo,-123.4450093,39.0657324
Philomath,-123.3676014,44.540121
Phoenix,-122.818092,42.2754058
Phoenix Lake,-120.307024,38.005939
Pico Rivera,-118.096735,33.9830688
Piedmont,-122.231635,37.8243715
Piercy,-123.7953024,39.9662591
Pike,-120.9980079,39.4390595
Pilot Hill,-121.0143878,38.8349001
Pilot Point,-157.5791667,57.5641667
Pilot Rock,-118.8299848,45.4831849
Pilot Station,-162.875,61.9388889
Pine,-117.0890609,44.8612706
Pine City,-117.5243616,47.2023914
Pine Cove,-116.7377964,33.7605756
Pine Flat,-118.6514771,35.8780059
Pine Grove,-121.3636761,45.1087279
Pine Lake,-122.0462314,47.5787117
Pine Mountain Lake,-120.1843574,37.8598738
Pine Valley,-116.5291841,32.8214402
Pinedale,-119.7898688,36.8427269
Pinehurst,-119.0164975,36.6952252
Pineridge,-119.3609609,37.0632815
Pinole,-122.2988587,38.0043667
Pioche,-114.452214,37.9296851
Pioneer,-120.5718719,38.4318551
Piru,-118.7939824,34.4152743
Pismo Beach,-120.6412827,35.1427533
Pistol River,-124.3948296,42.2770563
Pitkas Point,-163.2877778,62.0327778
Pittsburg,-121.8846806,38.0279762
Pixley,-119.2917785,35.9685649
PiÃ±on Hills,-117.6467225,34.433331
Placentia,-117.8703363,33.8722371
Placer,-123.3153394,42.6320633
Placerville,-120.798546,38.7296252
Plain,-120.6573149,47.7626219
Plainview,-119.1339951,36.1441184
Planada,-120.3185161,37.2907749
Plaster City,-115.8586183,32.7925584
Platina,-122.894741,40.3595937
Platinum,-161.8163889,59.0130556
Plaza,-117.3838047,47.3201717
Pleasant Hill,-122.0607963,37.9479786
Pleasanton,-121.8746789,37.6624312
Plumas Lake,-121.5580176,39.0207272
Plush,-119.9038399,42.4115497
Plymouth,-120.844659,38.4818531
Point Arena,-123.6930726,38.908798
Point Baker,-133.6211111,56.3527778
Point Hope,-166.7347222,68.3486111
Point Lay,-163.008442,69.743857
Point Reyes Station,-122.8069356,38.0690895
Point Roberts,-123.077974,48.9853824
Pollock Pines,-120.5865935,38.7612923
Pomeroy,-117.6026896,46.4748738
Pomona,-117.7522793,34.0552886
Pond,-119.3287234,35.7177326
Pondosa,-117.6427118,45.0079269
Pope Valley,-122.427757,38.6151837
Poplar,-119.1431617,36.0532862
Port Alsworth,-154.3127778,60.2025
Port Angeles,-123.4307413,48.118146
Port Armstrong,-134.6616667,56.2969444
Port Ashton,-148.0522222,60.0575
Port Blakely,-122.5101324,47.5973195
Port Chilkoot,-135.4377778,59.2288889
Port Costa,-122.1833005,38.0463097
Port Gamble,-122.5837581,47.8542606
Port Graham,-151.8297222,59.3513889
Port Hadlock,-122.7582219,48.0317574
Port Heiden,-158.6249699,56.9325614
Port Hueneme,-119.1951074,34.1477829
Port Lions,-152.8822222,57.8675
Port Ludlow,-122.6834913,47.9253693
Port Madison,-122.5243022,47.7025967
Port Moller,-160.5769444,55.9886111
Port O'Brien,-153.3166667,57.7319444
Port Orchard,-122.6362492,47.5403732
Port Orford,-124.4973267,42.7456645
Port Townsend,-122.7604472,48.1170387
Port Wakefield,-153.0525,58.0491667
Port William,-152.5827778,58.4922222
Portage,-122.4376266,47.4073208
Porter,-123.310708,46.938986
Porterville,-119.0167679,36.06523
Portland,-122.6762071,45.5234515
Portola,-120.4691034,39.8104567
Portola Valley,-122.2352443,37.3841067
Posey,-118.6828662,35.8046737
Poso Park,-118.6348103,35.8107844
Possession,-122.3762495,47.917595
Post,-120.490005,44.162354
Potrero,-116.6130731,32.6047822
Potter Valley,-123.113059,39.3221089
Poulsbo,-122.6465372,47.735928
Poway,-117.0358646,32.9628233
Powell Butte,-121.0175254,44.2476223
Powellhurst,-122.537592,45.5040085
Powers,-124.073152,42.8834435
Prairie City,-118.7099477,44.4632135
Prattville,-121.1566291,40.208775
Prescott,-118.3149677,46.2995837
Preston,-121.9270604,47.5237128
Priest Point,-122.2509729,48.0367623
Princeton,-122.009975,39.4032192
Princeville,-159.4788847,22.2175824
Prineville,-120.8344664,44.2998485
Proberta,-122.1705478,40.0815453
Pronto,-118.0606967,40.9282367
Prospect,-122.4889244,42.7509608
Prosser,-119.7689222,46.2067997
Prudhoe Bay,-148.3372222,70.2552778
Prunedale,-121.6696689,36.7757907
Puako,-155.8402061,19.9715337
Pullman,-117.1796158,46.7312745
Punalu'u,-157.8900458,21.5831963
Punaluâ€˜u,-155.5046028,19.1369532
Pupukea,-158.06208,21.6483582
Purdy,-122.6254103,47.3889853
Puyallup,-122.2928974,47.1853785
Puâ€˜uwai,-160.2016711,21.900964
Pyramid,-119.701859,40.074906
Quail Valley,-117.2450367,33.7069654
Quartz Hill,-118.2181308,34.6452645
Queets,-124.3384085,47.5314725
Quilcene,-122.8757199,47.8223137
Quinault,-123.8454552,47.4670312
Quincy,-120.9471764,39.9368363
Quinhagak,-161.9158333,59.7488889
Rachel,-115.7436451,37.644672
Rackerby,-121.345874011,39.4382671832
Rail Road Flat,-120.5121479,38.3432471
Rainbow,-117.1478096,33.4103083
Rainier,-122.9359439,46.0890015
Raisin City,-119.9040349,36.6024481
Ralston,-118.3427485,46.9837612
Ramona,-116.868082,33.0417111
Rampart,-150.17,65.505
Rancho Calaveras,-120.8583333,38.1275
Rancho Cordova,-121.302728,38.5890723
Rancho Cucamonga,-117.5931084,34.1063989
Rancho Mirage,-116.41279,33.739744
Rancho Palos Verdes,-118.3870173,33.7444613
Rancho Rinconada,-122.0030145,37.3149424
Rancho San Diego,-116.9353032,32.7472748
Rancho Santa Fe,-117.202813,33.0203211
Rancho Santa Margarita,-117.603104,33.640855
Rancho Tehama Reserve,-122.400717,40.015688
Randle,-121.9570386,46.535111
Randsburg,-117.6581161,35.3685739
Ravendale,-120.3652225,40.7985091
Ravensdale,-121.9837251,47.3523235
Raymond,-123.7329385,46.6864887
Reardan,-117.8777336,47.6696057
Red Bluff,-122.2358302,40.1784886
Red Corral,-120.6055161,38.411648
Red Devil,-157.3125,61.7611111
Red Dog Mine,-162.8561111,68.0755556
Red Mountain,-117.6167261,35.3582967
Redcrest,-123.9500421,40.4004168
Redding,-122.3916754,40.5865396
Redlands,-117.1825381,34.0555693
Redmond,-122.121512,47.6739882
Redondo,-122.3234561,47.348433
Redondo Beach,-118.3884078,33.8491816
Redway,-123.8233635,40.1201443
Redwood City,-122.2363548,37.4852152
Redwood Terrace,-122.2949695,37.3146644
Redwood Valley,-123.2044496,39.2654449
Reedley,-119.4504029,36.5963395
Reedsport,-124.0967779,43.7023389
Reno,-119.8138027,39.5296329
Renton,-122.2170661,47.4828776
Republic,-118.7378067,48.6482183
Requa,-124.0664634,41.5467862
Revere,-117.930222,47.0812698
Rheem,-122.1271871,37.8607589
Rhododendron,-121.9111906,45.3295632
Rialto,-117.3703235,34.1064001
Rice,-118.1702709,48.4287848
Richardson,-122.8987881,48.4514887
Richfield,-122.1766565,39.9748791
Richgrove,-119.1078814,35.7966198
Richland,-119.2844621,46.2856907
Richmond,-122.3477486,37.9357576
Richmond Beach,-122.3901313,47.7695415
Richmond Highlands,-122.3462405,47.7612086
Richvale,-121.7446978,39.4937751
Rickreall,-123.2284342,44.9306739
Riddle,-123.3642332,42.9509507
Ridgecrest,-122.3179056,47.74732
Ridgefield,-122.7426009,45.815115
Ridgemark,-121.3657673,36.8124564
Rieth,-118.8713796,45.6609639
Riley,-119.5038422,43.541538
Rimforest,-117.2250419,34.2297292
Rio Dell,-124.1064369,40.4993013
Rio Linda,-121.4485654,38.6910138
Rio Oso,-121.544405,38.9610064
Rio Vista,-121.6913439,38.1557502
Rio del Mar,-121.8834813,36.9573339
Ripley,-114.6560685,33.5253044
Ripon,-121.1243828,37.741595
Ritzville,-118.3799751,47.1273723
River Pines,-120.7440998,38.5462958
River Road,-123.1337001,44.0840132
Riverbank,-120.9354895,37.7360396
Riverdale,-119.8595833,36.431061
Rivergrove,-122.7334288,45.3912301
Riverside,-118.1590784,43.5415481
Riverton,-124.2745552,43.1573318
Riverview Farms,-116.9319711,32.8450498
Roach,-115.3591596,35.6408152
Roads End,-118.4992534,35.9266155
Robbins,-121.7063532,38.8701766
Robe,-121.8134608,48.0973255
Rochester,-123.0962516,46.8217664
Rock Creek,-120.2972656,45.5726289
Rock Island,-120.1439523,47.3770731
Rockaway Beach,-123.9429114,45.613438
Rockford,-117.1307471,47.4521207
Rocklin,-121.2357828,38.7907339
Rockport,-121.5976334,48.485671
Rockwood,-122.4770357,45.5190087
Rodeo,-122.2669138,38.0329771
Rogue River,-123.1719976,42.4359541
Rohnert Park,-122.7010984,38.3396367
Rohnerville,-124.135607,40.5670768
Rolinda,-119.9618199,36.7352234
Rolling Hills,-119.7976481,36.9032823
Rolling Hills Estates,-118.3581284,33.7877943
Rollingbay,-122.5101335,47.6645415
Romoland,-117.1750335,33.7458534
Ronald,-121.0234182,47.2351185
Roosevelt,-120.2158771,45.742907
Rosalia,-117.3699117,47.2360052
Rosamond,-118.1634075,34.8641446
Rosario,-122.876016,48.6487148
Rosburg,-123.6384763,46.33094
Rose Lodge,-123.8803907,45.0103876
Roseburg,-123.3417381,43.216505
Roseburg North,-123.3030911,43.2649735
Rosedale,-119.1453834,35.3835708
Rosemead,-118.072846,34.0805651
Rosemont,-121.3646739,38.5518508
Roseville,-121.2880059,38.7521235
Roslyn,-120.9931394,47.2234523
Ross,-122.5549775,37.9624239
Rossmoor,-118.0850642,33.7855722
Rough and Ready,-121.1360642,39.2301715
Round Mountain,-121.9419412,40.7940442
Round Valley,-118.5876191,37.4193758
Rowena,-121.2684056,45.6723426
Rowland,-115.6786937,41.9365701
Rowland Heights,-117.9053395,33.9761238
Rox,-114.6672155,36.8808033
Roy,-122.539846,47.0042643
Royal City,-119.6305912,46.9009701
Rubidoux,-117.4056018,33.9961256
Ruby,-155.4869444,64.7394444
Ruby Valley,-115.4475496,40.360207
Ruch,-123.0422659,42.2365133
Ruff,-118.9983411,47.1695886
Rufus,-120.7358936,45.6948466
Running Springs,-117.1092049,34.2077859
Russell City,-122.1335757,37.65271
Russian Mission,-161.3202778,61.785
Ruston,-122.5081818,47.299265
Ruth,-123.3214139,40.2695914
Rutherford,-122.422479,38.458521
Ryderwood,-123.0437326,46.3764967
Sacramento,-121.4943996,38.5815719
Sahalee,-122.0553993,47.6348223
Saint George,-169.5416667,56.6
Saint Helena,-122.4702578,38.5051866
Saint Helens,-122.8064922,45.8640034
Saint John,-117.5818643,47.0915558
Saint Mary's,-163.2737791,62.0706739
Saint Michael,-162.0391667,63.4780556
Saint Paul,-170.275,57.1222222
Salem,-123.0350963,44.9428975
Salida,-121.0849369,37.7057623
Salinas,-121.6555013,36.6777372
Salkum,-122.625947,46.5320515
Salmon Creek,-123.0622242,38.350472
Salt Chuck,-132.5536111,55.6263889
Salt Wells,-118.5829202,39.3751976
Saltdale,-117.8875671,35.3591276
Salton City,-115.9561112,33.2986497
Salton Sea Beach,-116.0119455,33.3750346
Salyer,-123.5844933,40.8901348
Samish,-122.4357214,48.6109411
Sammamish,-122.0803998,47.6417664
Samoa,-124.1864518,40.8187372
San Andreas,-120.6804872,38.1960298
San Anselmo,-122.5616448,37.9746458
San Antonio Heights,-117.6564437,34.1555638
San Ardo,-120.9051826,36.0205207
San Augustine,-120.3582119,34.4594321
San Benito,-121.0818602,36.5096854
San Bernardino,-117.2897652,34.1083449
San Bruno,-122.4110835,37.6304904
San Buenaventura,-119.2548257,34.2675042
San Carlos,-122.2605222,37.5071591
San Clemente,-117.6119925,33.4269728
San Diego,-117.1572551,32.7153292
San Dimas,-117.8067257,34.1066756
San Fernando,-118.4389719,34.2819461
San Francisco,-122.4194155,37.7749295
San Gabriel,-118.1058333,34.0961111
San Geronimo,-122.6638731,38.0132562
San Gregorio,-122.3866404,37.3271651
San Jacinto,-116.958635,33.7839084
San Joaquin,-120.1890447,36.6066162
San Jose,-121.8949555,37.3393857
San Juan Bautista,-121.5379974,36.8455108
San Juan Capistrano,-117.6625509,33.5016932
San Juan Hot Springs,-117.5094895,33.5908562
San Leandro,-122.1560768,37.7249296
San Lorenzo,-122.1244088,37.6810422
San Lucas,-121.0204672,36.1288547
San Luis Obispo,-120.6596156,35.2827524
San Luis Rey,-117.3236485,33.2319797
San Marcos,-117.1661449,33.1433723
San Marino,-118.1064585,34.121397
San Martin,-121.6102216,37.0849464
San Mateo,-122.3255254,37.5629917
San Miguel,-120.6962826,35.7524679
San Pablo,-122.3455263,37.9621457
San Quentin,-122.4849739,37.9413133
San Rafael,-122.5310874,37.9735346
San Ramon,-121.9780153,37.7799273
San Simeon,-121.1907533,35.6438587
San de Fuca,-122.7232274,48.2350991
Sanak,-162.8175,54.4780556
Sand City,-121.8482855,36.6171819
Sand Pass,-119.779365,40.2615713
Sand Point,-160.4972222,55.3397222
Sandy,-122.2614761,45.3973427
Sandy Valley,-115.6322283,35.8169191
Sanger,-119.5559652,36.708006
Santa Ana,-117.8678338,33.7455731
Santa Ana Heights,-117.8956126,33.6525204
Santa Barbara,-119.6981901,34.4208305
Santa Clara,-121.9552356,37.354108
Santa Clarita,-118.542586,34.3916641
Santa Cruz,-122.0307963,36.9741171
Santa Fe Springs,-118.0853451,33.9472359
Santa Margarita,-120.609057,35.3899734
Santa Maria,-120.4357191,34.9530337
Santa Monica,-118.4911912,34.0194543
Santa Nella,-121.0153651,37.1014377
Santa Paula,-119.0592705,34.3541659
Santa Rosa,-122.7144314,38.4404675
Santa Rosa Valley,-118.9023743,34.2454305
Santa Susana,-118.7089797,34.2716694
Santa Venetia,-122.5252541,37.9985338
Santa Ynez,-120.079868,34.6144313
Santee,-116.9739167,32.8383828
Sappho,-124.2793784,48.0700786
Saranap,-122.0760744,37.8849248
Saratoga,-122.0230146,37.2638324
Saticoy,-119.1498291,34.2830582
Satsop,-123.4834945,47.0031512
Sattley,-120.4271545,39.6160137
Satus,-120.1503258,46.2701301
Saugus,-118.5400858,34.4113854
Sausalito,-122.4852507,37.8590938
Savoonga,-170.4788889,63.6941667
Sawyer,-120.3614474,46.456517
Sawyers Bar,-123.1303203,41.2973587
Saxman,-131.5958333,55.3183333
Scammon Bay,-165.5816667,61.8427778
Scandia,-122.6579262,47.7164835
Scappoose,-122.8776039,45.7542809
Schrag,-118.8541672,47.0731992
Schurz,-118.811256,38.9507534
Scio,-122.8492562,44.7048445
Scotia,-124.1008808,40.4823573
Scotland,-117.4981066,34.242229
Scotts Mills,-122.6684215,45.0428996
Scotts Valley,-122.0146841,37.0510595
Scottsburg,-123.8167679,43.654006
Sea Ranch,-123.4544532,38.7151899
SeaTac,-122.3217908,47.4537103
Seabeck,-122.8284874,47.6395373
Seahurst,-122.3620699,47.4692655
Seal Beach,-118.1047866,33.7414065
Seal Rock,-124.084009,44.4990075
Searchlight,-114.9197005,35.4652685
Searles,-117.6353383,35.4838485
Seaside,-121.844605,36.611041
Seattle,-122.3320708,47.6062095
Seattle Heights,-122.32402,47.8103747
Sebastopol,-122.8238806,38.4021359
Sedco Hills,-117.2908712,33.6416892
Sedro-Woolley,-122.23611,48.50389
Seeley,-115.6911118,32.7931129
Sekiu,-124.3013299,48.2622995
Selah,-120.5300666,46.6540153
Selawik,-160.0069444,66.6038889
Selby,-122.2438579,38.0565876
Seldovia,-151.7113889,59.4380556
Selleck,-121.8684444,47.3756578
Selma,-123.615901,42.2790023
Seneca,-118.9716139,44.134598
Sequim,-123.1018437,48.0795365
Sespe,-118.9503775,34.3999971
Seville,-119.2231676,36.4857832
Seward,-149.4422222,60.1041667
Shackelford,-120.9927111,37.61382
Shady Cove,-122.8125435,42.6106805
Shafter,-119.2717761,35.5005139
Shageluk,-159.5619444,62.6822222
Shaker Church,-122.2284728,48.0525964
Shaktoolik,-161.1538889,64.3338889
Shandon,-120.3754325,35.6552465
Shaniko,-120.7522665,45.0037364
Shasta,-122.4919571,40.5993165
Shasta Lake,-122.3708419,40.6804279
Shaver Lake,-119.3176258,37.104114
Shaw Island,-122.9290697,48.5842684
Shedd,-123.1103713,44.4615118
Shelter Cove,-124.0730866,40.0304212
Shelton,-123.1007066,47.2150945
Sheridan,-121.3755114,38.9796179
Sheridan Beach,-122.2881823,47.7448201
Sherwood,-122.840098,45.3565074
Shingle Springs,-120.9260509,38.6657375
Shingletown,-121.8891586,40.4923784
Shishmaref,-166.0719444,66.2566667
Shively,-123.9697655,40.4306939
Shore Acres,-122.4481814,47.3548209
Shoreline,-122.3415178,47.7556531
Shoshone,-116.2711387,35.9730179
Shungnak,-157.1363889,66.8880556
Sierra City,-120.6338273,39.5657329
Sierra Madre,-118.0528456,34.1616729
Sierra Village,-120.1729657,38.0718659
Sierraville,-120.3674301,39.5896256
Signal Hill,-118.1678456,33.8044614
Siletz,-123.920113,44.7217836
Siltcoos,-124.0637256,43.8890087
Silvana,-122.2537589,48.2023214
Silver City,-118.6459278,36.4660536
Silver Lake,-121.0461084,43.127918
Silver Lakes,-117.340982,34.745583
Silver Peak,-117.6348148,37.7549309
Silver Springs,-119.2246073,39.4154714
Silverado,-117.6369939,33.7461295
Silverado Resort,-122.2555398,38.3536373
Silverdale,-122.6948697,47.6445386
Silvertip,-149.3697222,60.7505556
Silverton,-121.5670624,48.0784397
Silvies,-118.9352208,44.0329304
Simi Valley,-118.781482,34.2694474
Similk Beach,-122.5779469,48.4478816
Simnasho,-121.3500612,44.9728942
Sisquoc,-120.2915456,34.8647019
Sisters,-121.5492118,44.2909491
Sitka,-135.33,57.0530556
Sixes,-124.4831624,42.8201087
Skagway,-135.3138889,59.4583333
Skamokawa,-123.4570773,46.2703872
Skokomish,-123.1573772,47.3334263
Skwentna,-151.3977778,61.9902778
Sky Londa,-122.2627453,37.3835512
Sky Valley,-116.3525097,33.890015
Skyforest,-117.1792073,34.2352847
Skykomish,-121.3601014,47.7092746
Skyland,-119.9482371,39.0224082
Skyway,-122.2542892,47.4914884
Slana,-143.9611111,62.7069444
Sleepy Hollow,-117.778668,33.9477915
Sleetmute,-157.1697222,61.7025
Sloan,-115.2172168,35.9435864
Sloat,-120.7274464,39.8665618
Smartsville,-121.2985701,39.2073932
Smiley Park,-117.1275386,34.1983417
Smith,-119.327414624,38.8004796665
Smith Corner,-119.2787209,35.4782921
Smith River,-124.1470274,41.9281678
Smyrna,-119.6622581,46.8393024
Snelling,-120.4374151,37.5191028
Snohomish,-122.0981848,47.9128756
Snoqualmie,-121.8253906,47.5287132
Snoqualmie Falls,-121.8098348,47.5398243
Soap Lake,-119.490591,47.389307
Soda Bay,-122.7891577,39.0010075
Soda Springs,-120.3799251,39.3232377
Sodaville,-122.8717552,44.4845677
Solana Beach,-117.2711481,32.991155
Soldotna,-151.0583333,60.4877778
Soledad,-121.3263187,36.424687
Solromar,-118.9537079,34.0500078
Solvang,-120.1376481,34.5958201
Somes Bar,-123.4761693,41.3762377
Somis,-118.9962124,34.2572261
Sonoma,-122.4580356,38.291859
Sonora,-120.3821381,37.9840911
Soquel,-121.9566267,36.9880057
Soulsbyville,-120.2638005,37.9846467
South Beach,-124.0487285,44.6126174
South Bend,-123.8046063,46.6631549
South Broadway,-120.5167319,46.5662378
South Cle Elum,-120.9489713,47.1856752
South Creek,-122.3920953,46.9994768
South Dos Palos,-120.653239,36.9643919
South El Monte,-118.0467339,34.0519548
South Fontana,-117.4889386,34.0627896
South Gate,-118.2120161,33.954737
South Laguna,-117.7431097,33.5005827
South Lake,-118.3670267,35.6368977
South Lake Tahoe,-119.9843482,38.9332411
South Lebanon,-122.9031447,44.5062342
South Naknek,-156.9980556,58.7155556
South Oroville,-121.5521921,39.4965532
South Pasadena,-118.1503488,34.1161196
South Prairie,-122.0981691,47.1392684
South San Francisco,-122.4077498,37.654656
South San Gabriel,-118.0903465,34.0625103
South San Jose Hills,-117.9047845,34.0127895
South Snohomish,-122.1090181,47.8989866
South Taft,-119.4562301,35.1346895
South Whittier,-118.0417328,33.9608463
South Yuba City,-121.6391332,39.1165591
Southworth,-122.5017972,47.5120421
Spanaway,-122.4345661,47.103988
Spangle,-117.3801986,47.4273936
Sparks,-119.7526886,39.5349112
Spenard,-149.9063889,61.1886111
Spokane,-117.4260466,47.6587803
Spokane Valley,-117.2393748,47.6732281
Sprague,-117.9755065,47.3001584
Sprague River,-121.5041702,42.4554215
Spray,-119.7944489,44.8343065
Spreckels,-121.6468895,36.6219046
Spring Creek,-115.5858953,40.7265927
Spring Garden,-120.7860601,39.8948939
Spring Glen,-121.8615036,47.5612129
Spring Valley,-116.998916,32.744774
Spring Valley Lake,-117.268324,34.493641
Springdale,-117.7413489,48.0573924
Springfield,-123.0220289,44.0462362
Springville,-118.8181495,36.1302265
Squaw Valley,-119.246785,36.7402261
Squirrel Mountain Valley,-118.4098058,35.6232866
Stafford,-122.7225947,45.3573417
Stagecoach,-119.3740567,39.3738041
Stallion Springs,-118.6425912,35.0888553
Standard,-148.5297222,64.7808333
Standish,-120.4221645,40.3651768
Stanfield,-119.2172351,45.7804098
Stanton,-117.9931165,33.8025155
Stanwood,-122.3707103,48.2412107
Starbuck,-118.128845,46.5195882
Startup,-121.7403963,47.86788
Stateline,-119.9399029,38.9624079
Stayton,-122.7945333,44.8006775
Stebbins,-162.2880556,63.5222222
Stehekin,-120.6564879,48.3093032
Steilacoom,-122.6026274,47.1698197
Steptoe,-117.3560178,47.0060023
Sterling,-150.7647222,60.5372222
Stevens Village,-149.0908333,66.0063889
Stevenson,-121.8845241,45.6956723
Stevinson,-120.8515908,37.3277166
Stillwater,-118.5470875,39.5215857
Stinson Beach,-122.6444263,37.9004816
Stirling City,-121.5280275,39.9076606
Stockton,-121.2907796,37.9577016
Stony River,-156.5880556,61.7830556
Stonyford,-122.5441551,39.3751619
Storrie,-121.3232992,39.9173852
Strandell,-122.3582153,48.9120609
Stratford,-119.8231877,36.1893956
Strathmore,-119.0606587,36.145507
Strawberry,-120.009351,38.19825
Sublimity,-122.7945335,44.8295663
Suisun City,-122.0085249,38.2471183
Sulphur,-118.7365532,40.8746234
Sultan,-121.8165095,47.8626013
Sultana,-119.3401188,36.5455058
Sumas,-122.2648752,49.0001217
Summer Lake,-120.7774824,42.9729249
Summerland,-119.5965173,34.4213845
Summerlin South,-115.3324696,36.124382
Summerville,-118.0029941,45.4884699
Summit,-122.3570651,47.1617666
Sumner,-122.2403966,47.2031566
Sumpter,-118.2021633,44.7457069
Sun City,-117.1972566,33.7091878
Sun Valley,-119.7760234,39.5962993
Sun Village,-117.9555844,34.5596225
Suncrest,-116.8644688,32.8042186
Sunnydale,-122.3337357,47.4631546
Sunnymead,-117.2436507,33.940017
Sunnyside,-117.0164155,32.6742204
Sunnyslope,-122.7290294,47.5045384
Sunnyvale,-122.0363496,37.3688301
Sunol,-121.8885683,37.5943781
Sunrise Beach,-122.555516477,47.3446031919
Sunset Beach,-118.0689517,33.7164069
Sunshine,-150.0730556,62.1677778
Suntrana,-148.8483333,63.8541667
Suquamish,-122.552361,47.7312073
Surfside,-118.0822856,33.7277956
Susanville,-120.6530063,40.4162842
Susitna,-150.5125,61.5436111
Sutcliffe,-119.600464,39.9501851
Sutherlin,-123.3125763,43.3901177
Sutter,-121.7527482,39.1598915
Sutter Creek,-120.8024357,38.3929675
Sutton,-148.8941667,61.7113889
Sweet Home,-122.7361959,44.3976247
Swinomish Village,-122.5112763,48.4081591
Swisshome,-123.7992733,44.0578979
Synarep,-119.3308786,48.5209885
Tacoma,-122.4442906,47.2528769
Taft,-119.4565078,35.1424671
Taft Heights,-119.4726196,35.1346895
Tahlequah,-122.5073492,47.3325983
Tahoe City,-120.1388031,39.1721291
Tahoe Vista,-120.0510249,39.2399068
Taholah,-124.29324,47.3473047
Tahoma,-120.1282439,39.0674074
Tahuya,-123.0557084,47.3712049
Tajiguas,-120.1084784,34.4666572
Takilma,-123.6195107,42.0515036
Takotna,-156.0641667,62.9886111
Talent,-122.7886462,42.2456844
Talkeetna,-150.1094444,62.3238889
Talmage,-123.167782,39.1332266
Tamalpais Valley,-122.5381056,37.8792233
Tampico,-120.8672953,46.5351228
Tanacross,-143.3463889,63.3852778
Tanana,-152.0788889,65.1719444
